# death rates (male) - taken from Myanmar life tables, 2021 (Myanmar NSO)
# columns:
#   0=age
#   1=death rate (proportion of individuals dying between age x and age x+1
0 0.0393
1 0.0039
2 0.0039
3 0.0039
4 0.0039
5 0.0013
6 0.0013
7 0.0013
8 0.0013
9 0.0013
10 0.0012
11 0.0012
12 0.0012
13 0.0012
14 0.0012
15 0.0013
16 0.0013
17 0.0013
18 0.0013
19 0.0013
20 0.0022
21 0.0022
22 0.0022
23 0.0022
24 0.0022
25 0.0032
26 0.0032
27 0.0032
28 0.0032
29 0.0032
30 0.0042
31 0.0042
32 0.0042
33 0.0042
34 0.0042
35 0.0058
36 0.0058
37 0.0058
38 0.0058
39 0.0058
40 0.0075
41 0.0075
42 0.0075
43 0.0075
44 0.0075
45 0.0097
46 0.0097
47 0.0097
48 0.0097
49 0.0097
50 0.0136
51 0.0136
52 0.0136
53 0.0136
54 0.0136
55 0.0188
56 0.0188
57 0.0188
58 0.0188
59 0.0188
60 0.0285
61 0.0285
62 0.0285
63 0.0285
64 0.0285
65 0.0438
66 0.0438
67 0.0438
68 0.0438
69 0.0438
70 0.0642
71 0.0642
72 0.0642
73 0.0642
74 0.0642
75 0.1012
76 0.1012
77 0.1012
78 0.1012
79 0.1012
80 0.1651
81 0.1651
82 0.1651
83 0.1651
84 0.1651
85 0.2043
86 0.2043
87 0.2043
88 0.2043
89 0.2043
90 0.2043
91 0.2043
92 0.2043
93 0.2043
94 0.2043
95 0.2043
96 0.2043
97 0.2043
98 0.2043
99 0.2043
100 100
