# death rates (male) - taken from Ethiopia life tables, 2011 (WHO) 
# columns:           
# 0=age           
# 1=death rate (proportion of individuals dying between age x and age x+1
0 0.049343833
1 0.007251321
2 0.007251321
3 0.007251321
4 0.007251321
5 0.002406178
6 0.002406178
7 0.002406178
8 0.002406178
9 0.002406178
10 0.001449921
11 0.001449921
12 0.001449921
13 0.001449921
14 0.001449921
15 0.001326053
16 0.001326053
17 0.001326053
18 0.001326053
19 0.001326053
20 0.001636261
21 0.001636261
22 0.001636261
23 0.001636261
24 0.001636261
25 0.002454226
26 0.002454226
27 0.002454226
28 0.002454226
29 0.002454226
30 0.003681444
31 0.003681444
32 0.003681444
33 0.003681444
34 0.003681444
35 0.005028489
36 0.005028489
37 0.005028489
38 0.005028489
39 0.005028489
40 0.006196315
41 0.006196315
42 0.006196315
43 0.006196315
44 0.006196315
45 0.007632532
46 0.007632532
47 0.007632532
48 0.007632532
49 0.007632532
50 0.009690064
51 0.009690064
52 0.009690064
53 0.009690064
54 0.009690064
55 0.012850884
56 0.012850884
57 0.012850884
58 0.012850884
59 0.012850884
60 0.019199512
61 0.019199512
62 0.019199512
63 0.019199512
64 0.019199512
65 0.028294393
66 0.028294393
67 0.028294393
68 0.028294393
69 0.028294393
70 0.045865659
71 0.045865659
72 0.045865659
73 0.045865659
74 0.045865659
75 0.069265223
76 0.069265223
77 0.069265223
78 0.069265223
79 0.069265223
80 0.107578091
81 0.107578091
82 0.107578091
83 0.107578091
84 0.107578091
85 0.177651147
86 0.177651147
87 0.177651147
88 0.177651147
89 0.177651147
90 0.293367634
91 0.293367634
92 0.293367634
93 0.293367634
94 0.293367634
95 0.484458278
96 0.484458278
97 0.484458278
98 0.484458278
99 0.484458278
100 0.800019483
